_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
64474,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,11,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,DESIGNATED GARBAGE AREA,REPLACED,1999,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,GROUND FLOOR,YES,0,0,0,2,NO,YES,"Ground Level Garage , Surface Parking",M3H,NO,YES,DMS PROPERTY MANAGEMENT LTD,PRIVATE,DESIGNATED GARBAGE AREA,4329041,NO,YES,NO,20  ROSSEAU RD ,NO,NA,NA,NA,UNAVAILABLE,06,DOUBLE PANE,1949,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
64475,NONE,Outdoor rec facilities,YES,YES,YES,NO,NO,50 indoor parking spots and 18 outdoor parking spots,4,15,NA,NA,NA,BBQ/SUN DECK,NA,NA,YES,YES,Green Bin / Organics,YES,NO,ENCLOSURE - EXTERIOR,REPLACED,2003,HOT WATER,NO,YES,NO,YES,YES,24/7,LOWER FLOOR,YES,0,0,0,2,NO,YES,"Ground Level Garage , Surface Parking",M1N,NA,YES,GREENWIN CORP.,PRIVATE,ENCLOSURE - EXTERIOR,4317590,NO,YES,NO,3017  QUEEN ST E,NO,NA,NA,NA,UNAVAILABLE,20,DOUBLE PANE,1954,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
64476,NONE,NA,YES,YES,YES,YES,NO,5 indoor parking spots and 0 outdoor parking spots,4,27,NA,NA,NA,NA,NA,NA,YES,NO,Green Bin / Organics,YES,YES,GARAGE,REPLACED,2005,HOT WATER,YES,YES,NO,YES,YES,8AM TO 10 PM,BASEMENT,YES,0,0,0,5,NO,NO,"Underground Garage , Garage accessible thru buildg",M5N,NONE,YES,NJS CAPITAL MANAGEMENT,PRIVATE,GARAGE,4296586,NO,YES,NO,699  EGLINTON AVE W,YES,YES,2005,NA,UNAVAILABLE,12,DOUBLE PANE,1950,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
64477,NONE,"Outdoor rec facilities , Child play area",YES,YES,YES,NO,YES,0 indoor parking spots and 15 outdoor parking spots,6,115,"AUG 16, 2017",REGULAR WITH SAND,NA,CHILDREN PLAY AREA,NA,ORIGINAL,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2012,HOT WATER,YES,YES,YES,NO,YES,7AM-10PM,GROUND FLOOR,NO,0,0,1,5,NO,YES,Surface Parking,M9M,NA,YES,OZ PROPERTY MANAGEMENT LTD,PRIVATE,EAST SIDE OF BUILDING,4288923,NO,YES,NO,2431  FINCH AVE W,YES,YES,1959,NO,BOTH,07,DOUBLE PANE,1959,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64478,NONE,"Outdoor pool , Outdoor rec facilities",YES,NO,YES,NO,NO,Not Available,4,59,"JAN 26, 2016",NA,NA,COURTYARD/GARDEN,NA,REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2007,FORCED AIR GAS,YES,YES,NO,NO,YES,24/7,BASEMENT,YES,0,72,1,6,NO,YES,Underground Garage,M4P,N/A,YES,TIMES GROUP,PRIVATE,NA,4286226,NO,YES,NO,55  BROADWAY AVE ,YES,YES,2014,YES,UNAVAILABLE,12,DOUBLE PANE,1956,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
64479,CENTRAL AIR,Indoor recreation room,YES,YES,YES,YES,YES,30 indoor parking spots and 0 outdoor parking spots,5,60,"SEP 15, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,GARBAGE PICK UP PAD,ORIGINAL,1996,FORCED AIR GAS,YES,YES,NO,YES,YES,24/7,GROUND FLOOR,NO,3,0,1,8,NO,YES,"Underground Garage , Garage accessible thru buildg",M4M,TORONTO BY-LAWS,YES,NA,SOCIAL HOUSING,CHUTE ROOMS ,4288772,NO,YES,NO,55  PAPE AVE ,YES,YES,1996,YES,FREE,14,DOUBLE PANE,1996,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64480,NONE,NA,YES,YES,YES,NO,YES,Not Available,12,54,"SEP 27, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1990,HOT WATER,NO,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1,1,2,8,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M5T,NA,NO,TCH,TCHC,BACK OF BUILDING,4286259,NO,NO,NO,127  ST PATRICK ST ,YES,YES,1990,YES,PAID,10,DOUBLE PANE,1980,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64481,NONE,NA,YES,YES,YES,NO,YES,Not Available,4,41,"MAY 8, 2015",NA,NA,NA,FULL REPLACEMENT - PORTA-FLEX,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,ORIGINAL,1990,HOT WATER,NO,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1,1,1,4,YES,YES,Surface Parking,M4N,NA,NO,TCH,TCHC,BACK OF BUILDING,4286261,NO,NO,NO,2755  YONGE ST ,YES,YES,1990,YES,PAID,15,SINGLE PANE,1990,2001,2017,NA,NA,NA,NA,NA,NA,NA,NA
64482,INDIVIDUAL UNITS,Indoor recreation room,YES,YES,YES,YES,YES,0 indoor parking spots and 10 outdoor parking spots,20,210,"JUL 24, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,CHUTE ROOM TRISORTER,ORIGINAL,2012,HOT WATER,YES,YES,YES,YES,YES,24 HRS,MAIN FLOOR,YES,20,4,3,22,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",NA,NA,NO,NA,PRIVATE,CHUTE ROOM TRISORTER,4166721,NO,NO,NO,8  CHICHESTER PL ,YES,YES,2012,YES,FREE,22,DOUBLE PANE,2012,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64483,NONE,NA,YES,YES,YES,YES,YES,24 indoor parking spots and 24 outdoor parking spots,11,106,"JUL 18, 2014",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,MAIN FLOOR OF BUILDING,ORIGINAL,1991,HOT WATER,NO,YES,YES,YES,YES,8AM - 10PM,MAIN FLOOR,NO,15,1,2,15,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M6C,NA,YES,DMS PROPERTY MANAGEMENT LTD.,SOCIAL HOUSING,MAIN FLOOR OF BUILDING,4166819,NO,YES,NO,99  VAUGHAN RD ,YES,YES,1991,YES,PAID,12,SINGLE PANE,1991,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64484,INDIVIDUAL UNITS,"Indoor recreation room , Indoor exercise room",YES,YES,YES,NO,YES,40 indoor parking spots and 0 outdoor parking spots,19,289,"OCT 21, 2015",NA,FULL CARDIO AND WEIGHTS,NA,NA,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2015,ELECTRIC,NO,YES,YES,YES,YES,4 AM TO MIDNIGHT,2ND FLOOR,YES,0,9,3,28,NO,YES,"Surface Parking , Parking Deck",M5V,NA,YES,NA,PRIVATE,NA,4166900,NO,YES,NO,390  QUEENS QUAY  W,YES,YES,1987,YES,BOTH,10,DOUBLE PANE,1987,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
64485,NONE,NA,YES,YES,YES,YES,YES,Not Available,7,73,"OCT 11, 2016",NA,NA,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1990,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,YES,2,1,2,10,YES,YES,Surface Parking,NA,NA,YES,GREENWIN,TCHC,BACK OF BUILDING,4167451,NO,NO,NO,125  QUEENS WHARF RD ,YES,YES,1990,YES,UNAVAILABLE,10,DOUBLE PANE,1990,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
64486,NONE,Child play area,YES,YES,YES,YES,YES,Not Available,20,279,"DEC 12, 2012","SLIDE, SWINGS AND CLIMBING",NA,NA,NA,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2004,HOT WATER,NO,YES,YES,YES,YES,24 HOURS,BASEMENT,YES,0,2,3,28,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4H,NA,YES,PARK PROPERTY MANAGEMENT INC. ,PRIVATE,BACK OF BUILDING,4154154,NO,YES,NO,53  THORNCLIFFE PARK DR ,YES,YES,1968,YES,PAID,15,DOUBLE PANE,1968,2011,2017,NA,NA,NA,NA,NA,NA,NA,NA
64487,INDIVIDUAL UNITS,"Indoor pool , Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Sauna",YES,YES,YES,NO,YES,91 indoor parking spots and 0 outdoor parking spots,43,500,"AUG 22, 2017",NA,NA,"BBQ AREA, DOG RUN",CABS AND MACHINES,REPLACED,YES,YES,Green Bin / Organics,YES,YES,REAR OF BUILDING,ORIGINAL,1971,FORCED AIR GAS,YES,NO,NO,YES,YES,5AM-12AM,2ND FLOOR,YES,2,2,6,50,YES,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4H,NA,YES,MORGUARD CORPORATION,PRIVATE,INDOOR AND OUTDOOR,4154159,NO,YES,NO,85-95  THORNCLIFFE PARK DR ,YES,YES,1971,YES,BOTH,15,DOUBLE PANE,1971,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
64488,NONE,NA,YES,YES,YES,YES,YES,0 indoor parking spots and 5 outdoor parking spots,7,60,"FEB 4, 2017",NA,NA,NA,NA,ORIGINAL,YES,YES,Recycling bins,YES,NO,NA,REPLACED,2013,FORCED AIR GAS,NO,YES,NO,YES,YES,9:00 AM TO 10:00 PM,BASEMENT,YES,0,1,1,6,YES,YES,"Carport , Surface Parking",M4H,NA,YES,CENTURY HOLDINGS LTD.,PRIVATE,OUTSIDE,4154173,NO,NO,NO,22  THORNCLIFFE PARK DR ,NO,NA,NA,YES,FREE,15,DOUBLE PANE,1959,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64489,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,20,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,8 AM TO 9 PM,BASEMENT,YES,0,0,0,2,NO,NO,"Ground Level Garage , Surface Parking",M6A,NA,YES,WJ PROPERTIES,PRIVATE,OUTSIDE,4154660,NO,YES,NO,3257  BATHURST ST ,YES,YES,2013,NA,UNAVAILABLE,08,SINGLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64490,INDIVIDUAL UNITS,NA,YES,YES,YES,YES,NO,Not Available,3,26,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,NEAR GARBAGE,ORIGINAL,1955,HOT WATER,NO,YES,NO,NO,YES,24HRS,BASEMENT,YES,0,0,0,4,YES,YES,"Ground Level Garage , Surface Parking",M5M,NA,YES,G.L.G. DEVELOPMENTS LTD.,PRIVATE,NEAR GARBAGE,4154666,NO,YES,NO,215  WILSON AVE ,NO,NA,NA,NA,FREE,08,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64491,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,68,"JAN 20, 2015",NA,NA,NA,UPGRADED,REPLACED,NA,YES,Recycling bins,YES,NO,NA,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,GROUND,YES,0,0,1,6,NO,YES,"Ground Level Garage , Surface Parking",M5M,NA,YES,COGIR MANAGEMENT CORPORATION,PRIVATE,OUTSIDE IN PARKING AREA,4154683,NO,YES,NO,2175  AVENUE RD ,YES,YES,1950,YES,FREE,08,DOUBLE PANE,1950,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
64492,NONE,NA,YES,YES,YES,YES,YES,Not Available,12,88,"JUN 16, 2017",NA,NA,NA,CABS,REPLACED,YES,YES,Green Bin / Organics,YES,YES,SURFACE,ORIGINAL,1971,HOT WATER,NO,YES,NO,YES,YES,9AM  - 9 PM,2 FLOOR,YES,88,4,2,8,YES,YES,"Underground Garage , Ground Level Garage , Surface Parking",M9V,NA,YES,ROCK RIDGE INVESTMENTS ,PRIVATE,SURFACE,4155692,NO,YES,NO,1875  MARTIN GROVE RD ,YES,YES,1971,YES,FREE,01,DOUBLE PANE,1971,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
64493,NONE,"Indoor recreation room , Indoor exercise room",YES,YES,YES,NO,NO,0 indoor parking spots and 20 outdoor parking spots,4,138,"AUG 15, 2017",NA,8 WEIGHTS & CARDIO EQUIPMENT,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,INSIDE GARAGE,ORIGINAL,2003,FORCED AIR GAS,YES,YES,NO,YES,YES,24 HRS,GROUND LEVEL,NO,0,1,2,36,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M6H,NA,YES,NA,PRIVATE,INSIDE GARAGE,4155734,NO,YES,NO,800  LANSDOWNE AVE ,YES,YES,1992,YES,FREE,09,DOUBLE PANE,1992,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64494,NONE,NA,YES,YES,YES,YES,YES,Not Available,7,54,"DEC 31, 2014",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,2003,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,YES,3,3,2,12,YES,YES,Surface Parking,M6E,NA,YES,TCH,TCHC,COMPACTOR ROOM,4155741,NO,NO,NO,659  NORTHCLIFFE BLVD ,YES,YES,2003,NO,PAID,12,DOUBLE PANE,2003,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64495,INDIVIDUAL UNITS,NA,YES,YES,YES,YES,YES,70 indoor parking spots and 0 outdoor parking spots,18,244,"JAN 15, 2017",NA,NA,NA,REPLACED ELEVATOR CONTROLS,REPLACED,YES,NO,Green Bin / Organics,YES,YES,P1 PARKING LEVEL,REPLACED,2004,HOT WATER,YES,YES,YES,YES,YES,7:00AM - 10:00PM,MAIN LEVEL,YES,0,5,3,24,NO,YES,"Underground Garage , Garage accessible thru buildg",M4Y,NO RESTRICTIONS,YES,NA,PRIVATE,P1 PARKING LEVEL,4167700,NO,YES,NO,40-50  ALEXANDER ST ,NO,NA,NA,YES,BOTH,13,DOUBLE PANE,1963,2004,2017,NA,NA,NA,NA,NA,NA,NA,NA
64496,NONE,NA,YES,NO,YES,NO,NO,Not Available,4,13,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,SIDE OF BUILDING,REPLACED,2014,HOT WATER,NO,YES,NO,NO,YES,8 TO 8,BASEMENT ,YES,0,0,0,1,NO,YES,Surface Parking,M4G,NA,YES,NA,PRIVATE,SIDE OF BUILDING,4154179,NO,YES,NO,823  MILLWOOD RD ,NO,NA,NA,NA,FREE,15,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64497,NONE,NA,YES,YES,YES,YES,NO,Not Available,6,69,"AUG 31, 2015",NA,NA,NA,ALL NEW,REPLACED,NA,NO,Green Bin / Organics,YES,YES,OUTSIDE,REPLACED,2008,HOT WATER,NO,YES,NO,NO,YES,8:00 A.M. TO 10:00 P.M.,BASEMENT,YES,0,0,1,6,YES,NO,"Underground Garage , Ground Level Garage , Garage accessible thru buildg",M4G,NA,YES,CROMWELL MANAGEMENT INC.,PRIVATE,OUTSIDE,4154180,NO,NO,NO,1291  BAYVIEW AVE ,YES,YES,1965,YES,UNAVAILABLE,15,DOUBLE PANE,1965,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
64498,NA,NA,NA,NA,NA,NA,NA, indoor parking spots and  outdoor parking spots,3,11,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M6L,NA,NA,NA,PRIVATE,NA,4154358,NA,NA,NA,2624  KEELE ST ,NA,NA,NA,NA,NA,05,DOUBLE PANE,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64499,NONE,"Outdoor pool , Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Child play area",YES,YES,YES,YES,YES,Not Available,9,203,"JAN 5, 2017",OUTDOOR PLAYSET WITH SLIDES,NA,NA,MAJOR MODERNIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,REPLACED,2013,HOT WATER,NO,YES,YES,YES,YES,8AM TO 11PM,MAIN FLOOR,NO,0,1,2,20,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4A,NA,YES,OXFORD PROPERTIES GROUP,PRIVATE,OUTSIDE,4154852,NO,YES,NO,1780  EGLINTON AVE E,YES,YES,1982,YES,FREE,16,DOUBLE PANE,1982,2005,2017,NA,NA,NA,NA,NA,NA,NA,NA
64500,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,78,"JUN 8, 2016",NA,NA,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING ,REPLACED,2000,HOT WATER,NO,YES,NO,YES,YES,8AM-10PM,GROUND FLOOR,NO,0,0,1,8,NO,YES,"Ground Level Garage , Surface Parking",M4A,AS LISTED ON LEASE,YES,NA,PRIVATE,BACK OF BUILDING ,4154873,NO,YES,NO,11  ECCLESTON DR ,NO,NA,NA,YES,UNAVAILABLE,16,DOUBLE PANE,1962,2004,2017,NA,NA,NA,NA,NA,NA,NA,NA
64501,NONE,Indoor exercise room,YES,YES,YES,YES,NO,Not Available,11,121,"JAN 6, 2018",NA,TWO EXERCISE BIKES,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,YES,REAR OF BUILDING,REPLACED,NA,HOT WATER,NO,YES,YES,YES,NO,24HRS,GROUND FLOOR,YES,0,149,2,12,YES,NO,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M9R,NA,YES,ORINGROUPPROEPRTIESLTD,PRIVATE,REAR OF BUILDING,4155362,NO,NO,NO,35  WIDDICOMBE HILL ,YES,YES,NA,YES,FREE,02,DOUBLE PANE,1968,2016,2018,NA,NA,NA,NA,NA,NA,NA,NA
64502,NONE,Outdoor pool,YES,YES,YES,YES,YES,Not Available,8,77,"SEP 14, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING,ORIGINAL,1966,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,EACH FLOOR,YES,0,0,2,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9B,NA,YES,METCAP LIVING MANAGEMENT INC.,PRIVATE,BACK OF BUILDING,4155373,NO,NO,NO,340  THE EAST MALL  ,YES,YES,1966,NO,FREE,02,DOUBLE PANE,1966,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64503,NONE,NA,YES,NO,YES,NO,NO,Not Available,4,13,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,LANEWAY,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,8A-10P,BASEMENT,YES,0,0,0,18,NO,NO,"Carport , Surface Parking",M9A,25 POUNDS OR LESS,YES,NA,PRIVATE,LANEWAY,4156098,NO,YES,NO,10  BEXHILL CRT ,NO,NA,NA,NA,PAID,02,SINGLE PANE,1952,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64504,CENTRAL AIR,NA,YES,YES,YES,NO,YES,15 indoor parking spots and 10 outdoor parking spots,4,53,"JAN 1, 2016",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,YES,MAIN FLOOR GARBAGE ROOM,ORIGINAL,1996,FORCED AIR GAS,YES,YES,NO,NO,YES,8 AM TO 10 PM,2ND 3RD AND 4TH FLOOR,YES,1,10,2,12,YES,NO,"Underground Garage , Garage accessible thru buildg , Carport",M2M,SERVICE ANIMALS ONLY,NO,NA,SOCIAL HOUSING,MAIN FLOOR GARBAGE ROOM,4156140,NO,YES,NO,45  CUMMER AVE ,YES,YES,1996,NO,FREE,18,DOUBLE PANE,1996,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64505,NONE,Outdoor pool,YES,YES,YES,YES,NO,0 indoor parking spots and 6 outdoor parking spots,5,115,"FEB 1, 2015",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,YES,REAR CORNER OF PARKING LOT,REPLACED,2016,FORCED AIR GAS,NO,YES,NO,NO,YES,8AM TO 10PM,MAIN FLOOR,YES,0,0,2,8,NO,YES,"Underground Garage , Surface Parking",M1K,NA,NO,SKYVIEW MANAGEMENT LTD.,PRIVATE,REAR CORNER OF PARKING LOT,4152758,NO,NO,NO,1155  MIDLAND AVE ,YES,YES,1965,NO,FREE,21,DOUBLE PANE,1965,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64506,NONE,NA,YES,YES,YES,YES,YES,Not Available,13,144,"DEC 20, 2013",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,ADJACENT TO GARBAGE AREA,ORIGINAL,1951,FORCED AIR GAS,YES,YES,NO,YES,YES,24 HOURS,MAIN FLOOR,YES,0,4,2,12,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M1P,NA,YES,FIRM CAPITAL PROPERTIES INC,PRIVATE,ADJACENT TO GARBAGE AREA,4152760,NO,NO,NO,1385  MIDLAND AVE ,YES,YES,1950,NO,FREE,21,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64507,NONE,NA,YES,YES,YES,YES,NO,Not Available,7,110,"AUG 21, 2017",NA,NA,NA,MODERNIZATION,REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,24/7,GROUND FLOOR,YES,0,0,2,6,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1H,NA,YES,G & S REGAL MANAGEMENT LIMITED,PRIVATE,IN GARBAGE ENCOLOSHER,4152774,NO,YES,NO,3125  LAWRENCE AVE E,YES,YES,1964,NO,FREE,21,SINGLE PANE,1964,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
64508,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,18,"AUG 16, 2017",NA,NO,NA,NA,ORIGINAL,NO,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,24 HRS.,MAIN FLOOR,NO,NA,NA,1,4,NO,YES,"Carport , Surface Parking",M1M,NA,YES,NA,PRIVATE,OUTSIDE,4152778,NO,NO,NO,3171  KINGSTON RD ,YES,YES,NA,YES,UNAVAILABLE,20,SINGLE PANE,1960,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
64509,NONE,NA,YES,YES,YES,NO,NO,0 indoor parking spots and 6 outdoor parking spots,3,11,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,OUTDOOR,REPLACED,2013,HOT WATER,NO,YES,NO,NO,YES,9AM-9PM,BASEMENT,NO,0,14,0,2,YES,YES,Surface Parking,M3K,NA,YES,NA,PRIVATE,OUTDOOR,4154375,NO,YES,NO,17  ANTHONY RD ,NO,NA,NA,NA,FREE,06,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64510,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,61,"APR 14, 2016",NA,NA,NA,NA,ORIGINAL,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2012,HOT WATER,YES,YES,NO,NO,YES,24,MAIN FLOOR,NO,0,0,1,11,YES,NO,Surface Parking,M3M,NA,YES,HAZELVIEW PROPERTIES,PRIVATE,PARKING LOT,4154383,NO,YES,NO,1265  WILSON AVE ,YES,YES,1970,YES,FREE,06,DOUBLE PANE,1970,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
64511,NONE,NA,YES,YES,YES,YES,YES,Not Available,8,81,"JUL 20, 2017",NA,NA,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,ORIGINAL,1960,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0,0,2,8,NO,YES,Surface Parking,M3M,NA,YES,METCAP LIVING MANAGEMENT INC.,PRIVATE,BACK OF BUILDING,4154397,NO,YES,NO,1307  WILSON AVE ,YES,YES,1960,NO,FREE,06,DOUBLE PANE,1960,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
64512,NONE,NA,YES,YES,YES,YES,YES,Not Available,8,86,"JUL 7, 2015",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,ORIGINAL,1960,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,GROUND FLOOR,YES,0,0,2,7,NO,YES,Surface Parking,M3M,NA,YES,METCAP LIVING MANAGEMENT INC.,PRIVATE,BACK OF BUILDING,4154398,NO,YES,NO,1305  WILSON AVE ,YES,YES,1960,NO,FREE,06,DOUBLE PANE,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
